text,label
少壮几时奈,1408
少壮几时奈老,1569
今,1845
今日,1747
今日龙,1919
今日龙门,992
平,2095
平明,13
平明跨,1637
平明跨驴,955
鸾,65
鸾歌,851
鸾歌凤,559
鸾歌凤吹,965
鸾歌凤吹清,2115
鸾歌凤吹清且,1200
肌,157
肌理,375
肌理细,833
肌理细腻,685
肌理细腻骨,734
肌理细腻骨肉,1579
丹,605
丹丘,848
雨,1034
雨为,1589
雨为暮,1411
雨为暮兮,1379
雨为暮兮云,1034
雨为暮兮云为,378
曾,1300
曾冰,848
曾冰生,908
曾冰生淅,552
观,1377
观风,567
观风随,737
观风随按,1522
又,28
又向,2074
又向人,1643
又向人家,1290
又向人家啄,798
又向人家啄大,172
只,105
只是,330
只是走,1588
只是走踆,1588
甲,1580
甲之,1601
甲之櫜,1997
动,895
动河,1444
此,718
此马,755
此马数,1515
此马数年,2074
此马数年人,2221
此马数年人更,1534
余,231
余亦,866
余亦师,962
余亦师粲,1208
往,95
往往,840
往往坡,1483
往往坡陀,1600
往往坡陀纵,120
往往坡陀纵超,967
此,1046
此志,1609
此志常,2228
此志常觊,1966
拂,975
拂衣,642
拂衣从,484
拂衣从此,565
枯,1542
枯查,963
枯查卷,1431
枯查卷拔,1210
边,544
边城,1498
边城有,1124
边城有馀,940
阆,1377
阆风,1952
阆风入,2217
阆风入辙,1320
笙,65
笙歌,849
笙歌达,2297
笙歌达曙,96
暮,313
暮雨,87
暮雨旌,334
暮雨旌旗,736
暮雨旌旗湿,1931
暮雨旌旗湿未,900
水,1899
水接,203
水接仙,681
水接仙源,1728
君,718
君马,551
回,1506
回首,965
回首清,119
回首清渭,2005
青,1767
青春,654
青春波,1517
青春波浪,1395
青春波浪芙,1718
青春波浪芙蓉,1846
白,2278
白题,1414
白题还,1892
白题还叹,1408
白题还叹老,2128
白题还叹老将,998
系,332
系缧,2099
系缧降,278
但,2316
但愿,911
但愿开,1856
但愿开素,547
犹,17
犹能,1249
犹能骑,718
犹能骑马,711
画,879
画堂,1238
画堂初,564
画堂初点,624
不,1498
不有,1780
不有万,1917
不有万穴,1907
隐,792
隐遁,1038
隐遁佳,464
隐遁佳期,1207
得,2259
得钱,1659
得钱即,1037
得钱即相,14
愿,1449
愿主,711
愿主回,1182
愿主回思,1907
愿主回思归,1449
愿主回思归主,1886
江,544
江城,1714
江城佐,627
江城佐股,475
开,511
开新,1214
开新合,910
开新合故,1412
开新合故置,1569
开新合故置何,743
甲,1668
甲第,918
甲第纷,918
甲第纷纷,1551
甲第纷纷厌,10
甲第纷纷厌粱,734
明,140
明眸,2161
明眸皓,1621
明眸皓齿,271
明眸皓齿今,1569
明眸皓齿今何,1699
独,1561
独送,435
独送豫,515
独送豫章,1141
旧,1748
旧国,1622
旧国余,1907
旧国余归,596
慨,230
慨彼,1780
慨彼万,1748
慨彼万国,1056
崇,1254
崇冈,2177
崇冈拥,2230
崇冈拥象,1838
胡,890
胡雁,2299
胡雁翅,736
胡雁翅湿,1131
胡雁翅湿高,392
胡雁翅湿高飞,300
肆,788
肆翱,2231
顿,664
顿地,1905
总,811
总角,365
总角草,1679
总角草书,1277
总角草书又,2285
总角草书又神,1612
腕,268
腕促,1008
腕促蹄,1131
腕促蹄高,1291
腕促蹄高如,503
腕促蹄高如踣,1501
高,735
高插,1965
沙,2120
沙上,1534
沙上惊,1817
沙上惊鸿,129
沙上惊鸿掠,1536
沙上惊鸿掠水,1063
林,169
林间,323
林间白,718
林间白马,1048
芝,365
芝草,1454
芝草琅,873
芝草琅玕,1845
芝草琅玕日,2070
芝草琅玕日应,593
菱,1979
菱荷,906
菱荷枯,1083
菱荷枯折,567
菱荷枯折随,1377
菱荷枯折随风,1347
赐,623
赐浴,1088
赐浴皆,593
赐浴皆长,715
未,17
未能,1070
未能易,1248
未能易其,1841
横,1141
横行,770
横行塞,2148
横行塞北,1125
幽,2074
幽人,1498
幽人有,839
幽人有隐,463
岑,1665
岑参,1861
岑参兄,1273
岑参兄弟,1088
岑参兄弟皆,1168
岑参兄弟皆好,1036
遣,450
遣妾,1291
遣妾如,484
遣妾如此,919
遣妾如此事,1449
遣妾如此事主,1078
欻,494
欻翻,138
欻翻盘,252
欻翻盘涡,1375
撞,96
撞钟,1914
撞钟斋,1639
撞钟斋及,2251
进,1858
进退,1634
进退无,1956
进退无非,712
普,1965
普天,1634
普天无,301
普天无川,1932
雨,1991
雨侵,1848
雨侵寒,857
雨侵寒牖,2211
不,105
不是,968
不是旧,542
不是旧山,998
寄,2248
寄与,1526
寄与玉,2074
寄与玉人,1965
寄与玉人天,2120
寄与玉人天上,565
我,718
我马,323
古,998
古来,323
古来白,685
古来白骨,1634
古来白骨无,2074
古来白骨无人,746
落,865
落絮,2246
落絮游,1441
落絮游丝,231
落絮游丝亦,1498
落絮游丝亦有,132
手,587
手援,1965
手援天,1068
炀,1580
炀之,1121
登,1131
登高,634
登高望,1414
登高望还,866
苦,1016
苦见,988
苦见尘,201
苦见尘沙,551
葵,1746
葵藿,687
葵藿倾,97
葵藿倾太,1686
蕃,1647
蕃军,553
蕃军只,1016
蕃军只见,718
蕃军只见马,561
蕃军只见马空,354
性,231
性亦,32
性亦嗜,1058
性亦嗜醇,2029
王,1886
王母,667
王母不,391
王母不肯,746
辟,845
辟邪,1582
辟邪伎,1308
辟邪伎作,768
辟邪伎作鼓,559
辟邪伎作鼓吹,1534
造,882
造化,96
造化钟,2285
造化钟神,1646
未,1423
未知,1091
未知适,198
未知适谁,1919
擘,1822
擘画,2186
擘画最,1063
擘画最分,2095
生,1341
生男,1111
生男埋,1057
生男埋没,567
生男埋没随,1958
生男埋没随百,365
玉,579
玉觞,2167
玉觞淡,1634
玉觞淡无,1415
江,1157
江南,1038
江南佳,1510
江南佳丽,664
只,379
只宜,1033
只宜裁,376
只宜裁密,402
同,693
同饮,1526
同饮玉,2074
同饮玉人,42
王,773
王谋,1785
王谋内,1400
小,2074
小人,1499
小人利,321
小人利口,1916
客,642
客从,1157
客从南,948
客从南县,998
俯,1459
俯瞰,593
俯瞰长,1983
俯瞰长安,712
长,1983
长安,544
长安城,1435
长安城头,1435
长安城头头,323
长安城头头白,1684
脉,154
脉脉,1634
脉脉无,764
脉脉无言,2295
脉脉无言度,114
脉脉无言度几,1767
犹,2278
犹题,1227
犹题殄,1873
犹题殄瘁,661
珠,2127
珠压,1508
珠压腰,2223
珠压腰衱,598
珠压腰衱稳,12
珠压腰衱稳称,2014
吾,297
吾所,1706
吾所以,1016
吾所以见,1338
吾所以见造,882
吾所以见造化,1580
吾所以见造化之,1928
抚,1303
抚心,1397
抚心茫,1397
抚心茫茫,1487
抚心茫茫泪,1291
抚心茫茫泪如,256
前,888
前溪,860
前溪对,557
前溪对舞,1042
已,764
已言,1069
已言我,2265
已言我异,2097
聚,64
聚敛,933
聚敛贡,544
聚敛贡城,2315
诸,1404
诸孙,1021
诸孙贫,1634
诸孙贫无,919
钟,573
钟残,648
钟残仍,1585
钟残仍殷,799
灯,1505
灯影,1543
灯影照,1634
灯影照无,2036
使,1069
使我,1451
使我升,1131
使我升高,1864
青,692
青帝,1017
青帝固,1498
青帝固有,1303
难,1830
难甘,887
难甘原,56
难甘原宪,1021
还,757
还寻,968
还寻旧,532
还寻旧石,1968
青,1441
青丝,1389
青丝络,1435
青丝络头,1034
青丝络头为,1166
青丝络头为君,1408
闲,905
闲棹,1267
闲棹晚,998
闲棹晚来,107
衡,1919
衡门,1595
衡门犹,1931
衡门犹未,2264
谁,2123
谁识,350
谁识躬,2192
谁识躬耕,1674
傲,1504
傲睨,86
傲睨俯,308
傲睨俯峭,1497
阴,414
阴火,424
阴火煮,1526
阴火煮玉,1048
为,1326
为看,312
为看芳,896
为看芳饵,992
彭,1690
彭蠡,1577
彭蠡泛,1362
彭蠡泛舟,1414
请,1166
请君,1034
请君为,1069
请君为我,891
请君为我侧,1680
请君为我侧耳,2094
谁,1034
谁为,94
谁为乞,414
谁为乞火,2074
渔,1556
渔翁,2184
渔翁暝,1894
渔翁暝蹋,594
渔翁暝蹋孤,1362
渔翁暝蹋孤舟,1482
巴,65
巴歌,2199
巴歌和,1674
巴歌和者,782
宾,642
宾从,2011
宾从杂,1859
宾从杂遝,1916
宾从杂遝实,1150
宾从杂遝实要,2010
逆,1580
逆之,1742
冠,1334
冠带,157
冠带理,697
冠带理海,878
南,1377
南风,1260
南风迟,267
南风迟尔,720
樯,955
樯出,750
樯出江,878
樯出江中,1210
阴,453
阴壑,848
阴壑生,1834
阴壑生虚,1614
广,2242
广轮,1583
广轮抚,2179
广轮抚四,697
所,725
所历,1551
所历厌,516
所历厌机,909
照,1845
照日,1849
照日秋,1379
照日秋云,1977
夭,1744
夭桃,1625
夭桃色,1355
夭桃色若,333
可,17
可能,2294
可能休,1002
可能休涕,1487
稼,841
稼穑,667
稼穑不,1208
稼穑不可,675
悲,1584
悲鸣,1661
悲鸣别,910
悲鸣别故,6
上,1498
上有,1634
上有无,1303
上有无心,1379
海,1848
海寒,183
海寒多,1965
海寒多天,1377
君,1326
君看,567
君看随,1686
君看随阳,890
一,914
一箭,530
一箭正,749
一箭正坠,1175
一箭正坠双,392
一箭正坠双飞,2150
献,481
献策,2006
献策金,1919
献策金门,565
金,599
金幌,387
金幌半,2012
金幌半垂,1013
来,543
来窥,2137
来窥童,1425
来窥童子,116
携,1069
携我,1276
携我远,998
携我远来,2246
携我远来游,2142
携我远来游渼,153
天,2315
天阙,2230
天阙象,1472
天阙象纬,1135
历,1686
历阳,359
历阳前,919
历阳前事,1423
历阳前事知,1569
历阳前事知何,1916
皓,1621
皓齿,65
九,397
九锡,1376
九锡狱,594
九锡狱孤,1198
乘,1896
乘陵,1500
乘陵惜,254
乘陵惜俄,2164
昨,2018
昨夜,1304
昨夜东,1377
昨夜东风,559
昨夜东风吹,2216
昨夜东风吹血,956
恶,1377
恶风,323
恶风白,1517
恶风白浪,1569
恶风白浪何,907
恶风白浪何嗟,1639
江,1435
江头,2336
江头宫,1611
江头宫殿,763
江头宫殿锁,1882
江头宫殿锁千,1919
王,1404
王孙,2000
王孙善,1293
王孙善保,1882
王孙善保千,2006
王孙善保千金,876
请,784
请公,151
请公问,1449
请公问主,2128
屈,846
屈注,1987
屈注苍,750
屈注苍江,2243
知,1166
知君,1460
知君命,667
知君命不,75
相,2248
相与,1357
相与博,770
相与博塞,1034
相与博塞为,779
相与博塞为欢,326
春,1267
春晚,1294
春晚群,1364
春晚群木,1646
广,1436
广文,345
广文遗,4
广文遗韵,2130
广文遗韵留,1648
广文遗韵留樗,1173
野,1203
野亭,1767
野亭春,1414
野亭春还,2011
野亭春还杂,2057
野亭春还杂花,1276
琥,535
琥珀,1871
广,1436
广文,1035
广文先,848
广文先生,1865
广文先生官,1938
广文先生官独,646
芳,1968
芳筵,992
芳筵下,383
芳筵下客,534
雪,1712
雪涨,359
雪涨前,888
雪涨前溪,1536
永,1749
永怀,988
永怀尘,1325
永怀尘外,1993
蹴,1894
蹴蹋,1769
蹴蹋崖,2234
蹴蹋崖谷,1399
儒,1478
儒冠,183
儒冠多,1678
儒冠多误,2014
惊,1377
惊风,559
惊风吹,1817
惊风吹鸿,1571
归,322
归赏,910
归赏故,1846
归赏故园,169
落,1845
落日,1453
落日池,2120
落日池上,1332
斗,90
斗酒,874
斗酒十,1882
斗酒十千,1563
斗酒十千恣,779
斗酒十千恣欢,2182
江,542
江山,725
江山历,338
江山历全,596
虚,80
虚唱,65
虚唱歌,2049
虚唱歌词,1829
虚唱歌词满,1305
虚唱歌词满六,2336
交,2243
交流,561
交流空,2327
交流空涌,654
君,998
君来,1855
君来必,874
君来必十,452
子,2018
子夜,241
子夜星,576
子夜星才,1367
行,948
行县,2177
行县拥,2302
行县拥诸,2307
秾,1079
秾李,1410
秾李光,1291
秾李光如,2266
坐,383
坐客,1848
坐客寒,1634
坐客寒无,1541
檀,694
檀的,1212
檀的染,1199
檀的染时,1387
檀的染时痕,387
檀的染时痕半,452
时,634
时望,1662
时望鲤,1743
时望鲤鱼,1591
竹,347
竹枝,257
竹枝霜,667
竹枝霜不,1881
先,692
先帝,1318
先帝昔,521
先帝昔晏,1608
后,998
后来,354
后来鞍,718
后来鞍马,1569
后来鞍马何,1716
后来鞍马何逡,639
岂,1423
岂知,2265
岂知异,2169
岂知异物,958
岂知异物同,864
岂知异物同精,641
岂,1228
岂复,191
岂复虑,17
岂复虑能,1921
汝,2221
汝更,220
汝更小,1515
汝更小年,17
汝更小年能,233
汝更小年能缀,1436
钩,2159
钩喙,2091
钩喙决,359
矫,259
矫矫,1747
矫矫龙,382
矫矫龙性,1214
矫矫龙性合,616
矫矫龙性合变,882
长,1674
长者,1649
长者虽,1498
长者虽有,151
细,1508
细腰,2336
细腰宫,2066
细腰宫里,894
细腰宫里露,1744
细腰宫里露桃,511
孙,1643
孙家,1861
孙家兄,1273
孙家兄弟,92
孙家兄弟晋,1747
孙家兄弟晋龙,1651
兀,1949
兀兀,1576
兀兀遂,2027
兀兀遂至,271
人,1342
人疑,1965
人疑天,2120
人疑天上,1278
自,225
自惭,667
自惭不,376
自惭不密,1049
自惭不密方,1019
自惭不密方自,772
早,921
早寄,642
早寄从,1647
早寄从军,661
维,1513
维桑,1166
维桑君,1498
维桑君有,258
日,2018
日夜,2221
日夜更,634
日夜更望,1865
日夜更望官,1647
日夜更望官军,2027
包,2028
包蒙,1523
包蒙欣,1498
包蒙欣有,1876
东,542
东山,641
东山气,1817
东山气鸿,981
知,1907
知归,1373
知归俗,1208
知归俗可,1192
径,927
径须,1418
径须酤,2078
径须酤取,860
径须酤取对,1166
径须酤取对君,1332
青,1965
青天,667
青天不,1396
青天不解,1131
青天不解高,1131
青天不解高高,392
蜂,998
蜂来,1338
蜂来造,568
蜂来造蜜,805
翻,2014
翻身,28
翻身向,1965
翻身向天,2064
翻身向天仰,1851
翻身向天仰射,1379
即,2128
即将,472
即将西,565
即将西去,2047
东,998
东来,2279
东来橐,1960
东来橐驼,1829
东来橐驼满,968
东来橐驼满旧,1054
洪,895
洪河,1353
洪河左,1383
洪河左滢,957
缭,1706
缭以,2193
缭以周,2086
缭以周墙,1958
缭以周墙百,1124
缭以周墙百馀,2066
可,674
可怜,910
可怜故,1748
可怜故国,1623
可怜故国三,1882
可怜故国三千,2066
凉,1377
凉风,559
凉风吹,1276
凉风吹远,1870
退,1274
退匿,1134
退匿险,2115
退匿险且,131
问,1069
问我,998
问我来,1569
问我来何,1049
甲,1668
甲第,911
甲第开,2006
甲第开金,1917
盈,538
盈仓,1778
胡,988
胡尘,323
胡尘白,365
胡尘白草,1845
胡尘白草日,1410
胡尘白草日光,1848
焉,17
焉能,446
焉能辨,1299
焉能辨皇,1324
授,1069
授我,351
此,1199
此时,124
此时骊,1747
此时骊龙,231
此时骊龙亦,2156
此时骊龙亦吐,256
吾,348
吾闻,1965
吾闻天,1425
吾闻天子,1580
吾闻天子之,718
吾闻天子之马,330
吾闻天子之马走,1882
吾闻天子之马走千,2066
枝,1915
枝叶,612
枝叶攸,440
无,1493
无穷,988
无穷尘,899
无穷尘土,1634
无穷尘土无,1171
无穷尘土无聊,919
云,169
云间,452
云间月,1625
云间月色,2095
云间月色明,1291
云间月色明如,1856
濡,1924
濡毫,1992
濡毫胜,877
濡毫胜负,1423
惟,12
惟称,1798
惟称庞,1567
惟称庞德,784
文,1299
文皇,1157
文皇南,2114
文皇南面,1278
千,1294
千群,2114
千群面,1889
千群面缚,955
千群面缚出,1881
千群面缚出蕃,544
且,1034
且为,278
且为王,1404
且为王孙,1482
且为王孙立,1259
且为王孙立斯,927
把,1998
把臂,1498
把臂有,183
把臂有多,1845
交,1502
交洛,1792
交洛赴,281
交洛赴洪,895
仙,1744
仙桃,530
仙桃正,1367
仙桃正落,2057
河,1502
河洛,967
河洛越,2208
河洛越成,2193
碧,1379
碧云,1965
碧云天,1325
碧云天外,1308
碧云天外作,783
碧云天外作冥,1817
身,1858
身退,1939
身退岂,1363
身退岂待,1865
圣,2074
圣人,179
圣人筐,1656
圣人筐篚,118
时,1199
时时,45
时时动,2074
时时动人,258
楼,123
楼因,630
楼因教,557
楼因教舞,911
浊,1456
浊泾,965
浊泾清,119
浊泾清渭,1569
浊泾清渭何,208
浊泾清渭何当,1063
截,229
截修,793
堂,1207
堂后,1019
堂后自,848
堂后自生,696
芳,1210
芳树,1367
芳树落,2057
芳树落花,378
芳树落花朝,2184
芳树落花朝暝,145
绣,284
绣户,1436
绣户文,2065
绣户文窗,273
绣户文窗雕,533
绣户文窗雕绮,2303
时,1634
时无,278
时无王,1051
时无王良,1350
时无王良伯,1149
时无王良伯乐,54
时无王良伯乐死,1659
时无王良伯乐死即,2294
既,1731
既恃,1276
既恃远,2115
既恃远且,1134
江,1157
江南,1138
江南仲,239
江南仲蔚,183
江南仲蔚多,132
江南仲蔚多情,1024
谬,451
谬引,1034
谬引为,1626
谬引为匹,1030
破,1748
破国,1474
破国平,1881
破国平蕃,1318
破国平蕃昔,1931
破国平蕃昔未,348
利,2169
利物,1609
利物常,478
利物常发,809
楼,878
楼中,1388
楼中威,851
楼中威凤,687
楼中威凤倾,1478
楼中威凤倾冠,2094
忍,1363
忍待,2095
忍待明,1515
忍待明年,513
忍待明年莫,538
忍待明年莫仓,649
古,2116
古祠,1728
古祠近,452
古祠近月,1629
古祠近月蟾,1802
古祠近月蟾桂,1848
日,521
日晏,53
日晏昆,1202
日晏昆仑,605
风,257
风霜,417
风霜苦,1760
风霜苦竹,1663
海,1203
海亭,1849
海亭秋,1845
海亭秋日,634
官,135
官臣,1903
官臣拜,1333
相,1182
相思,272
相思一,2018
相思一夜,243
相思一夜梅,2057
相思一夜梅花,478
离,294
离索,1267
离索晚,1037
离索晚相,1710
江,2120
江上,1363
江上待,1358
江上待潮,2334
反,1182
反思,359
反思前,2018
反思前夜,1377
反思前夜风,313
反思前夜风雨,1842
轰,1337
轰然,1019
轰然自,1965
轰然自天,749
卑,1706
卑以,644
瑶,1453
瑶池,641
瑶池气,36
瑶池气郁,1994
尽,1699
尽在,277
尽在卫,722
尽在卫霍,2138
登,1042
登楼,634
登楼望,1166
登楼望君,385
山,678
山阴,712
山阴道,835
山阴道士,155
同,440
同病,231
同病亦,958
同病亦同,1438
清,1377
清风,996
清风松,992
清风松下,998
爱,1822
爱画,1952
爱画入,685
爱画入骨,171
还,1291
还如,910
还如故,1199
还如故时,527
汲,183
汲多,389
汲多井,1536
汲多井水,1503
惜,267
惜尔,1749
惜尔怀,1248
惜尔怀其,1240
连,542
连山,330
连山走,1493
连山走穷,2234
雄,510
雄姿,1931
雄姿未,1074
雄姿未受,769
雄姿未受伏,2233
雄姿未受伏枥,118
群,432
群顽,2185
群顽既,619
跳,2106
跳丸,1845
跳丸日,452
跳丸日月,874
跳丸日月十,366
跳丸日月十经,1849
临,1131
临高,1864
天,1848
天寒,2211
天寒梦,1860
天寒梦泽,1962
今,998
今来,1262
今来喜,1097
今来喜再,1710
十,495
十二,1969
十二峰,1435
十二峰头,735
十二峰头插,1965
十二峰头插天,1345
预,1671
预恐,1912
预恐尊,878
预恐尊中,1125
垂,1640
垂竿,28
垂竿向,527
垂竿向绿,301
又,1291
又如,1665
又如参,2248
又如参与,1833
林,169
林间,784
林间公,1425
林间公子,1985
林间公子挟,1226
林间公子挟弹,1997
却,1340
却略,1013
却略罗,473
却略罗峻,455
千,626
千载,670
千载揖,965
千载揖清,654
山,2102
山藏,1796
山藏鬼,2234
山藏鬼谷,2174
夜,313
夜雨,23
夜雨翦,1767
夜雨翦春,1047
孔,605
孔丘,1211
孔丘盗,558
孔丘盗跖,355
孔丘盗跖俱,988
孔丘盗跖俱尘,396
倾,527
倾绿,702
乃,1423
乃知,1021
乃知贫,214
乃知贫贱,1661
乃知贫贱别,2221
乃知贫贱别更,417
旧,1816
旧穿,420
旧穿杨,1915
旧穿杨叶,2073
旧穿杨叶真,1019
旧穿杨叶真自,1423
饮,1703
饮食,1669
饮食错,924
饮食错昏,2003
百,807
百蛮,767
百蛮破,1675
惨,1476
惨惨,878
惨惨中,429
惨惨中肠,772
君,667
君不,1016
君不见,2113
君不见鞲,2120
君不见鞲上,261
杳,783
杳冥,1379
杳冥云,1325
杳冥云外,565
高,1914
高斋,215
高斋征,2261
高斋征学,151
朝,990
朝扣,1813
朝扣富,1198
朝扣富儿,1919
行,2074
行人,1323
行人但,1379
行人但云,564
行人但云点,1141
行人但云点行,1311
钓,1640
钓竿,1604
钓竿欲,1528
钓竿欲拂,407
钓竿欲拂珊,604
钓竿欲拂珊瑚,1210
箫,768
箫鼓,1200
箫鼓哀,1913
箫鼓哀吟,1113
箫鼓哀吟感,1796
箫鼓哀吟感鬼,2285
永,2248
永与,719
永与奥,1944
永与奥区,1017
逸,1294
逸群,1581
逸群绝,2143
逸群绝足,471
逸群绝足信,2022
逸群绝足信殊,404
兵,641
兵气,1712
兵气涨,6
兵气涨林,2041
盖,325
盖覆,1962
盖覆深,1962
盖覆深深,2057
况,825
况敢,345
况敢遗,1759
况敢遗萌,2093
旗,1203
旗亭,1958
旗亭百,287
旗亭百队,911
旗亭百队开,511
旗亭百队开新,803
南,1748
南国,2101
南国辛,463
南国辛居,835
却,1635
却忆,1515
却忆年,1515
却忆年年,2074
却忆年年人,1750
却忆年年人醉,1199
春,1849
春秋,495
春秋二,1199
春秋二时,1907
春秋二时归,2027
春秋二时归至,1912
腾,1965
腾天,1521
独,484
独此,1623
独此三,2294
独此三休,2120
邑,1498
邑有,1447
邑有弦,65
邑有弦歌,603
西,1049
西方,2252
西方像,630
西方像教,1370
不,1388
不威,2075
不威而,958
眼,2057
眼花,1367
眼花落,389
眼花落井,1536
眼花落井水,1
眼花落井水底,1805
土,1397
土茫,1397
凯,1060
凯旋,2006
凯旋金,2009
泾,119
泾渭,667
泾渭不,1208
泾渭不可,1545
乐,2246
乐游,2326
乐游古,1846
乐游古园,1922
乐游古园崒,126
乐游古园崒森,901
送,1661
送别,1220
送别登,1569
送别登何,385
莫,2046
莫使,2006
莫使金,1912
莫使金尊,561
莫使金尊空,860
莫使金尊空对,452
吾,348
吾闻,1051
吾闻良,2214
吾闻良骥,1408
吾闻良骥老,937
吾闻良骥老始,2208
初,674
初怜,1760
初怜竹,3
初怜竹径,1962
念,267
念尔,912
念尔聚,241
念尔聚星,782
凉,1377
凉风,936
凉风萧,936
凉风萧萧,559
凉风萧萧吹,1929
凉风萧萧吹汝,1842
甫,1318
甫昔,43
甫昔少,1515
甫昔少年,1845
同,1362
同舟,1634
同舟无,2265
同舟无异,1303
堂,359
堂前,1019
堂前自,848
堂前自生,1760
喔,1148
喔咿,2238
喔咿振,501
喔咿振迅,1604
喔咿振迅欲,392
喔咿振迅欲飞,1584
玄,327
玄穹,1067
招,452
招月,274
招月伴,2074
招月伴人,1414
恐,2248
恐与,301
恐与川,1720
恐与川浸,1386
蛱,1217
蛱蝶,392
蛱蝶飞,998
蛱蝶飞来,551
蛱蝶飞来黄,2341
蛱蝶飞来黄鹂,1963
僻,1728
僻近,544
僻近城,1157
僻近城南,1042
忆,1318
忆昔,1902
忆昔霓,87
忆昔霓旌,992
忆昔霓旌下,1157
忆昔霓旌下南,1452
潭,1176
潭香,348
潭香闻,7
潭香闻芰,1979
泉,363
泉声,348
泉声闻,1228
泉声闻复,1842
迷,569
迷邦,2333
迷邦倦,383
迷邦倦客,2246
何,385
何处,1035
何处先,291
何处先贤,1591
济,1157
济南,1619
济南名,835
济南名士,183
枯,410
枯涧,1034
枯涧为,848
枯涧为生,1048
风,996
风松,1014
风松肃,817
风松肃泠,817
寥,186
寥寥,1751
寥寥隔,988
寥寥隔尘,919
可,674
可怜,278
可怜王,1404
可怜王孙,1631
可怜王孙泣,2191
可怜王孙泣路,949
离,1294
离群,1732
离群会,1075
离群会墨,814
羊,784
羊公,2132
羊公碑,505
羊公碑字,1699
浩,65
浩歌,2008
浩歌渌,1536
浩歌渌水,361
别,979
别馆,208
别馆当,1834
别馆当虚,1003
事,2022
事殊,1837
事殊兴,1988
事殊兴极,1438
事殊兴极忧,1182
事殊兴极忧思,457
轻,1427
轻红,2243
轻红流,2286
轻红流烟,736
轻红流烟湿,526
轻红流烟湿艳,510
大,1056
大夫,1865
大夫官,1807
大夫官重,1750
大夫官重醉,750
大夫官重醉江,1304
道,2191
道路,149
道路疲,1882
道路疲千,2066
恐,469
恐泥,1465
恐泥窜,1990
恐泥窜蛟,1747
春,1965
春天,975
春天衣,870
春天衣著,1034
春天衣著为,1166
春天衣著为君,557
蔼,166
蔼蔼,1840
蔼蔼浮,1379
蔼蔼浮云,392
子,1112
子规,2018
子规夜,2151
子规夜啼,542
子规夜啼山,1760
子规夜啼山竹,242
奔,2243
奔流,662
奔流到,697
奔流到海,667
奔流到海不,1228
奔流到海不复,711
浩,255
浩浩,1423
浩浩知,1299
浩浩知皇,1377
梦,196
梦寐,114
梦寐几,711
梦寐几回,2058
梦寐几回迷,216
梦寐几回迷蛱,1217
仰,1965
仰天,86
仰天俯,664
仰天俯地,667
仰天俯地不,898
仰天俯地不忍,764
春,1788
春夏,1308
春夏作,1435
明,784
明公,565
明公去,272
明公去一,563
看,1851
看射,1076
看射猛,1980
看射猛虎,439
看射猛虎终,573
看射猛虎终残,1515
巴,542
巴山,2120
巴山上,1723
巴山上峡,1807
巴山上峡重,1228
巴山上峡重复,1807
水,1367
水落,1743
水落鱼,1932
水落鱼梁,2229
高,227
高位,918
高位纷,918
高位纷纷,1016
高位纷纷见,1144
高位纷纷见陷,2074
人,1781
人寰,300
人寰难,923
人寰难容,2014
自,380
自顾,1231
自顾转,1634
自顾转无,2040
所,445
所贵,1385
所贵旷,835
所贵旷士,1749
花,2319
花邀,626
花邀载,90
花邀载酒,107
每,483
每岁,1466
每岁攻,704
每岁攻驹,1478
每岁攻驹冠,2026
每岁攻驹冠边,47
沮,2002
沮漳,1304
沮漳东,1732
沮漳东会,2243
鸿,1953
鸿毛,972
鸿毛鼎,925
鸿毛鼎便,1093
泪,992
泪下,2243
泪下流,147
泪下流衽,915
披,944
披攘,2028
披攘蒙,787
花,992
花下,151
花下问,2301
花下问渔,1362
丈,2074
丈人,2048
丈人试,1195
丈人试静,2094
悄,212
悄悄,1856
悄悄素,2212
悄悄素浐,2191
数,1249
数骑,1361
数骑弯,1997
数骑弯弓,825
数骑弯弓敢,2085
数骑弯弓敢驰,1853
烈,1794
烈烈,84
烈烈旆,1248
烈烈旆其,334
但,1016
但见,1335
但见牛,1384
但见牛羊,1294
目,1988
目极,688
目极魂,2277
目极魂断,634
目极魂断望,667
目极魂断望不,1016
系,529
系虏,998
系虏来,278
系虏来王,1054
惟,1199
惟时,667
惟时不,39
六,452
六月,1377
六月风,1845
六月风日,646
耳,2026
耳边,342
耳边已,2104
耳边已似,348
耳边已似闻,965
耳边已似闻清,1018
沃,760
沃野,911
沃野开,1965
沃野开天,428
栖,1260
栖迟,1774
栖迟共,2078
栖迟共取,1428
崇,1254
崇冈,1037
崇冈相,1467
崇冈相枕,1334
高,1914
高斋,1278
高斋坐,6
高斋坐林,1539
筝,1909
筝柱,1767
筝柱春,1377
筝柱春风,559
筝柱春风吹,816
筝柱春风吹晓,452
洋,1989
洋洋,472
洋洋西,697
洋洋西海,1536
长,232
长鲸,2258
长鲸喷,2327
长鲸喷涌,667
长鲸喷涌不,1208
长鲸喷涌不可,1264
早,1729
早充,2334
早充观,1748
早充观国,1296
宛,1699
宛在,593
宛在长,1919
宛在长门,1611
何,1500
何惜,1750
何惜醉,2243
何惜醉流,2069
截,1526
截玉,1702
截玉钻,241
截玉钻星,921
截玉钻星寄,2046
截玉钻星寄使,1166
清,1437
清晨,854
清晨陪,650
清晨陪跻,187
悄,1337
悄然,1278
悄然坐,1069
悄然坐我,1965
